year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,59056,13 자메티,스릴러,겔라 바브루아니,게오르게 바블루아니,세바스찬(게오르기 바블루아니)은 그루지아에서 프랑스로 이민온 집안 출신으로 집수리를 해주면서 받는 돈으로 어렵게 생활을 꾸려가는 22세의 젊은이다. 어느 날 지붕 수리를 맡게된 집에서 일하면서 우연히 집주인 장 프랑스와에게 보내진 봉투를 받게된다. 봉투안에는 파리행 열차 티켓과 호텔 예약확인서가 들어있고... 우연히 집 주인이 죽어버리자 세바스찬은 그 대신 기차 티켓을 가지고 파리에 가서 지정된 호텔에 묵게된다. 호텔방에서 다음 지시를 받은 세바스찬은 지시를 받은 대로 파리 근교 작은 역으로 가게되고 결국 숲속에 있는 커다란 저택에 도착하게 된다. 저택 내부에는 이상한 분위기가 감돌고 세바스찬은 신변의 위험을 느끼며 이곳에서 도주하려 한다.   하지만 결국 도망치지 못한 그는 어쩔 수 없이 저택에서 벌어지는 기괴한 게임의 선수로 참가하게 된다. 저택 1층의 거대한 홀에서 벌어지는 게임에는 모두 13명의 선수가 참여한다. 그 게임은 총을 가진 선수들이 원형으로 둘러싼채 가운데 있는 전등이 켜지면 일제히 방아쇠를 당기는‘집단 러시안 룰렛’! 게임은 최후의 한 명이 살아남을 때까지 계속되고 최후의 생존자에게는 85만 유로의 상금이 주어진다. 홀의 주변에는 선수들에게 판돈을 건 도박사들이 마른 침을 삼키면서 관객의 역할을 한다. 푼돈이라도 벌 수있지않을까 하는 단순한 생각에서 왔던 세바스찬은 목숨을 건 게임을 시작하게 된다.   영화제 소개글. 집 수리공으로 일하고 있는 세바스찬은 매일 자살을 시도하는 집주인 앞으로 배달된 편지 한 통을 몰래 훔친다. 편지 내용은 정기적으로 열리는 특정한 게임에 참가하면 많은 돈을 벌 수 있다는 것. 가난한 가족을 부양해야 하는 그로선 이 막연한 내용에 귀가 솔깃해져 무작정 게임이 열리는 장소로 찾아간다. 결국 그는 자신의 운명이 파국으로 치닫는다는 것을 전혀 모르는 채 이상할 만큼 철저한 보안 속에서 게임에 참여하게 된다. 마치 누군가의 비참한 현실을 다큐멘터리로 보는 듯한 충격과 생생함이 오랫동안 기억에 남을 작품.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64995,1408,공포, 스릴러,미카엘 하프스트롬,존 쿠삭, 사무엘 L. 잭슨,어린 딸을 잃은 공포소설 작가 마이크 엔슬린(존 쿠삭 분)은 ‘사후세계’라는 소재에 사로잡혀 있다. 그는 초현실적인 공포를 소설로 쓰는 베스트셀러 작가지만, 눈에 보이는 것 외에는 아무것도 믿지 않는 회의론자이다. 어느 날 그에게 날아온 낯선 엽서 “Don’t enter 1408!” (1408호에 절대 들어가지 마시오).   새로운 작품을 구상 중이던 마이크는 미스터리로 가득한 뉴욕의 돌핀 호텔을 찾는다. 호텔 지배인 제럴드 올린(사무엘 L. 잭슨 분)은 95년간 1408호에 묵은 투숙객들이 1시간을 못 넘기고 죽은 일들을 알려주며 들어가지 말라고 강력히 경고하지만 마이크는 기어코 그 방에 들어선다. 1초 앞을 예상할 수 없는 1408의 무한공격!   보이는 것 외에는 아무것도 믿지 않는 마이크의 눈 앞에서 상상을 초월한 미스터리한 현상들이 벌어지면서 현실과 환상이 넘나 들고 그 방에서 죽은 사람들의 혼령이 나타나 끊임없이 그를 위협한다. 심리적 공포와 맞서던 그에게 초강력 다이나믹한 공포의 공격이 시작되고 극도의 공포감 속에서 마이크는 1408호와의 처절한 사투를 벌인다. 살아남기 위해 주어진 시간은 단 한 시간. 1408호의 정체는 무엇인가? 과연 마이크는 살아남을 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61103,1번가의 기적,코미디, 드라마,윤제균,임창정, 하지원,재개발의 막중한 임무를 띠고 에쿠스를 끌며 폼 나게 1번가에 나타난 날건달, 필제. ‘천하의 나쁜 노무새끼’가 되어 피도 눈물도 없이 무대뽀로 마을 사람들을 밀어내려 단단히 맘을 먹었건만 도착한 첫날부터 맞닥뜨린 깡따구 센 여자 복서 명란을 비롯하여 예측불허의 마을 사람들로 인해 필제의 계획은 꼬이기 시작한다.   버스보다 발이 빠르고 말보다 주먹이 앞서는 명란은 몸이 불편한 아버지와 동생을 돌보면 서도 아빠에게 자랑스런 딸이 되기 위해 동양 챔피언의 꿈을 다지며 꿋꿋하게 살아간다. 이런 명란과 사사건건 엮이게 된 필제는 재개발은 커녕 명란의 뒤치닥거리 하기에 바쁘다. 엎친 데 덮친 격으로 필제가 하는 짓들이 마냥 신기하기만 한 일동, 이순 남매는 순 수함으로 필제를 제압하고, 그를 두려워하기는 커녕 일까지 시켜먹는 마을사람들로 인해 필제는 동네의 온갖 잡일을 도맡아 하게 된다. 급기야 그는 동네 아이들에게 날건달이 아닌 슈퍼맨으로  통하기에 이르는데…   ‘마을 접수’라는 애초의 목적 달성에서 점점 멀어져만 가는 필제, ‘동양챔피언’의 꿈을 향해 계속 달리는 명란, 그리고 각자의 꿈을 안고 살아가는 ‘1번가’ 사람들. 서로간의 묘한 유대감을 쌓아가면서 나아갈 수도 물러설 수도 없는 이 상황에서, 필제는 과연 임무를 완수할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,49323,영광의 날들,전쟁, 드라마,라시드 부샤렙,자멜 드부즈, 사미 나세리, 로쉬디 젬,어머니의 만류에도 불구하고 프랑스를 위해 군대에 지원한 알제리 청년 사이드. 한 전투에서 자신의 목숨을 구해준 '마르티네즈' 하사의 당번병이 된다. 오직 진급이 목표인 '압델카데르' 하사, 동생 결혼식을 위해 죽은 병사들의 호주머니를 뒤지는 불 같은 성격의 '야시르' 그리고 아름다운 프랑스 여인과 사랑에 빠진 '메사우드' 등 토착민 출신 병사들은 고된 훈련을 참아내며 계속되는 전투에서 승리를 거둔다.   하지만 식사와 진급, 편지검열 등 토착민 병사에 대한 불평등이 계속되고 '압델카데르'가 또다시 진급에서 밀려나자 프랑스 군인과 토착민 병사들 사이의 불신은 더욱 깊어진다. 결국 '사이드’를 비롯한 그의 동료들은 소기의 성과를 거둬 자신들의 정당한 권리를 찾고 그리운 고향으로 금의환향 하기 위해 독일군 점령하에 놓인 알자스 마을에 침투, 독일군과의 힘겨운 전투를 시작하게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,63379,영원한 여름,드라마, 멜로/로맨스,레스티 첸,장예가, 장효전, 양기,‘캉정싱’과 ‘위샤우헝’은 해안가의 작은 초등학교에서 처음 만났다. ‘위샤우헝’은 학급 최고의 말썽꾸러기, 반면 ‘캉정싱’은 학급반장까지 맡고 있을 만큼 최고의 우등생. 어느 날 담임선생님은  “작은 수호천사”를 ‘캉정싱’에게 제안하는데, 그것은 바로 모범학생이 문제학생의 친구가 되어 바른길로 이끄는 것.   ‘반장’의 의무감으로 그 제안에 흔쾌히 동참한 ‘캉정싱’은 그렇게 타의 반, 자의 반으로 ‘위샤우헝’과 단짝 친구가 된다. 이렇게 시작된 두 소년의 어색한 우정은, 차츰 알 수 없는 감정으로 이어지게 되는데...   영화제 소개글. 성장영화의 틀을 빈 퀴어 시네마, 또는 퀴어 시네마의 틀을 빈 성장영화. 어린 시절부터 함께 자란 쩡싱과 슈헹, 그리고 그들의 여자친구인 후이지아는 대학 입시를 앞두고 미묘한 감정의 변화를 겪는다. 쩡싱은 자신이 슈헹을 사랑하고 있음을 깨닫고 후이지아와 거리를 두기 시작하고, 슈헹은 후이지아를 사랑하기 시작한다. 하지만, 후이지아는 두 사람의 억눌린 사랑의 감정을 알게 되고 그 사이에서 갈등을 하게 된다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,63388,오! 마이 보스!,코미디,라스 폰 트리에,젠스 알비누스, 쟝 마르 바,지난 10년간 직원들과 동고동락하며 자신이 이 회사의 보스라는 정체를 숨기고 지낸 회사 소유주, 라운! 회사를 매각하기로 결정을 했지만 직원들을 생각하면 미안해진다. 그래서 그는 엉터리 배우를 섭외해 회사 매각을 위한 가짜 보스를 만들어낸다! 보스를 직접 만난 적이 없는 10년 근속의 직원들은 그가 진짜 보스인줄로만 아는데.... 어설프기 짝이 없는 이 보스, 직원들의 눈엔 무언가 수상하기만 하다! 임무를 다그치는 라운과 의심의 눈초리를 보내는 직원들, 이 사이에서 어설픈 가짜 보스는 과연 임무를 제대로 수행할 수 있을 것인가?   영화제 소개글. 미국 삼부작 중 두 편을 연출하면서 정치적 알레고리에 집중했던 라스 폰 트리에가 덴마크로 돌아가서 만든 도그마 코미디 영화. 한 IT회사의 소유주는 사장을 직접 만나고 싶어하는 바이어와의 중요한 협상을 눈앞에 두고 있다. 불행하게도, 사장은 쉽지 않은 결정을 내릴 때 핑계를 대기 위한 허구의 인물일 뿐이다. 결국 소유주는 사장을 연기해 줄 엉터리 배우를 고용한다. 진실과 허위, 그리고 그 선택의 도덕성에 질문을 던지고 있는 작품으로, 유머러스한 소재를 다루는 라스 폰 트리에의 재능을 확인할 수 있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,57718,오래된 정원,드라마, 멜로/로맨스,임상수,염정아, 지진희,80년대 군부독재에 반대하다가 젊음을 온통 감옥에서 보낸 현우(지진희 분). 17년이 지난 눈 내리는 어느 겨울, 교도소를 나선다. 변해 버린 가족과 서울풍경, 핸드폰이란 물건까지, 모든 것이 그에게는 낯설기만 하다. 단 한 사람, 감옥에 있던 17년 동안 한번도 만나지 못했던 지갑 속 사진의 얼굴만이 익숙하게 다가온다. 잊을 수 없는 그 얼굴, 바로 한윤희(염정아 분)다. 며칠 후," 현우의 어머니는 그에게 한윤희의 편지를 건넨다. ""소식 들었니? 한선생"," 죽었어.""   1980년", 도피생활을 하던 현우는 그를 숨겨줄 사람으로 한윤희를 소개받는다. 윤희는 첫눈에 봐도 당차고 씩씩하다. 자신은 운동권이 아니라고 미리 선언하지만," 사회주의자라는 현우의 말에 ""아... 그러세요? 어서 씻기나 하세요"," 사회주의자 아저씨!"" 라며 웃는다. 현우는 그런 윤희와의 갈뫼에서의 생활에", 마치 딴 세상에 온 듯 한 평화로움을 느낀다. 그렇게 6개월이 지난 후, 동료들이 모두 붙잡혔다는 서울 소식에 갈등하던 현우는 갈뫼를 떠날 결심을 한다. 그리고 윤희는 그를 잡고 싶지만 잡을 수가 없다.   그렇게 그들은 헤어지고 17년이 흐른다. 다시 현재...그는 그들의 오래된 정원을 찾을 수 있을까? 윤희의 흔적이 고스란히 남겨져 있는 갈뫼를 다시 찾은 현우. 그는 윤희가 그에게 남긴 일기와 그림을 찾으며 17년 전의 과거로 빠져든다. 과연, 그는 그곳에서 그토록 꿈꾸었던 그들의 오래된 정원을 찾을 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,
2007,57758,오션스 13,범죄, 드라마, 코미디,스티븐 소더버그,조지 클루니, 브래드 피트, 맷 데이먼,대니 오션(조지 클루니)과 그의 친구들이 다시 뭉쳤다. 이번 목표는 라스베이거스 최대의 카지노를 터는 것! 그러기 위해서는 행운 이상의 것이 필요하다.   카지노의 야비한 경영자 윌리 뱅크(알 파치노)는 오션 일당의 멤버 루벤 티쉬코프(엘리어트 굴드)에게 사기를 친다. 그 충격으로 루벤은 그만 정신을 잃고 심각한 상태에 빠지게 된다. 하지만 이 일은 뱅크의 계산 착오였다! 그는 오션 멤버 한 명을 건드리면서 오션 일당들에게 공통의 목표를 만들어 준 셈. 이제 일당들은 윌리 뱅크가 자신의 이름을 딴 뱅크라는 새로운 카지노 개장 행사에서 큰 성공을 거두는 그날 밤 그를 무너뜨릴 계획을 짠다.   예전의 적 테리 베네딕트(앤디 가르시아)까지 영입하고 세운 작전은 세 가지. 먼저 첫 번째는 3.5분 안에 카지노 전 테이블에서 5억불의 대박이 터지도록 조작해 뱅크를 경제적으로 몰락시키는 것이다. 그리고 두 번째는 다이아몬드 5개 등급을 받는 호텔을 운영하는 그의 명성에까지 흠집을 내 뱅크의 자존심에 강타를 날리는 것! 그리고 마지막 작전은 다이아몬드 5등급을 받을 때마다 그가 부인을 위해 최고급 다이아몬드 목걸이를 모아놓은 다이아몬드 룸에 잠입하는 것이다. 불가능에 가까운 작전? 오션 일당에게 불가능이란 없다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66623,오프 로드,드라마,한승룡,조한철, 백수장, 선우선,삶에 대한 희망을 잃은 상훈의 택시에 올라탄 양아치 은행강도 철구. 피를 철철 흘리며 돈가방을 붙들고 있는 철구의 한 손엔 상훈의 머리를 겨눈 권총이 가늘게 떨리고 있다. 택시는 목포를 향해 도망치듯 내달리지만 갈 길은 멀기만 하고 뜨거운 태양 아래 시간은 정지된 듯하다. 인적이 드문 길가 모텔에서 상처를 추스르는 사이 돈가방과 권총은 감쪽같이 사라지고 모텔에 머물던 사람들도 하나 둘 종적을 감추는데….   돈가방을 둘러싸고 철구와 상훈에게 뜻하지 않은 일들이 자꾸만 벌어지는 가운데 모텔 창녀 지수를 만난다. 도망가야 할 사람과 도망가지 않아도 될 사람 그리고 도망갈 수밖에 없는 사람. 이들은 뜨겁게 달궈진 아스팔트 위를 질주하며 오늘의 자유를 만끽하려 하지만 세상은 그리 호락호락하지 않다. 돈다발은 삶의 애착을 부르고 권총은 청춘의 응어리진 가슴을 향해 방아쇠를 당기는데….,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61624,올 더 킹즈 맨,드라마,스티븐 자일리안,숀 펜, 주드 로, 케이트 윈슬렛,미국 메이슨 시티의 곧고 신념 강한 재정관인 윌리 스탁. 윌리 스탁은 학교 건설 입찰 비리를 고발하여 유명세를 얻게 된다. 그 유명세를 이용하려던 사람들로 인해 자극 받은 윌리 스탁은 스스로 루이지애나 주지사 선거에 나가 힘있고 부패한 자들을 처단하고자 결심한다.   윌리 스탁은 거침없는 언변과 관중을 집중시키는 카리스마로 많은 사람들의 지지를 받게 되었고 마침내 주지사로 당선된다. 하지만 시민들을 위한 공약을 지키기 위해서는 기득권층의 세금을 크게 올려야 했고 이 때문에 그는 권력층과 부유층에 대립할 수밖에 없게 된다. 결국 기득권층의 사람들은 그를 탄핵하기로 결정한다. 윌리 스탁은 자신의 자리를 지키기 위해 점점 그들처럼 비열해지는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,39621,올 어바웃 러브,멜로/로맨스, SF, 스릴러, 드라마,토마스 빈터베르그,호아킨 피닉스, 클레어 데인즈,2021년 가까운 미래 세계. 어린 시절 결혼한 존(호아킨 피닉스)과 엘레나(클레어 데인즈)는 몇 년째 별거 중이다. 존은 학자로서 폴란드에서, 엘레나는 세계적인 스케이팅 스타로서 뉴욕에서 각자의 삶을 살아가고 있다. 떨어져 사는 시간이 길어질수록 두 사람의 마음은 멀어지고 존은 이혼서류에 서명을 받기 위해 엘레나가 있는 뉴욕으로 향한다.   엘레나는 어느 날 위험에 빠져있다는 경고를 받고, 생명의 위협을 느끼자 도움을 구한다. 존 또한 그녀의 주변에 예기치 않은 이상한 일들이 일어나고 있음을 느끼고 그녀를 돕고자 나서지만 그가 친구라고 생각해왔던 사람들도 결국 믿지 못하게 된다. 그녀를 돕는 사이 식어버렸다고 생각한 사랑의 감정은 다시 불타오르고 존은 엘레나를 운명의 굴레로부터 구하려고 하는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65789,올 어바웃 안나,멜로/로맨스,제시카 닐슨,그라이 베이, 에드리언 보쳇,{여자에게는 평생 3명의 남자가 필요하다. 한명은 모험과 재미를 위해, 한명은 활발한 대화를 위해, 그리고 나머진 좋은 섹스를 위해...}   안나는 젊은 의상 디자이너로, 자신의 직업과 연애에 만족하며 살고 있다. 그러나 오랫동안 사귄 남자친구인 요한이 갑작스럽게 3개월 간 북극해로 여정을 떠나게 되자 그녀는 술과 섹스에 빠져 아무런 관련이 없는 낯선 남자들을 만나며 재미를 느끼려고 하나 뜻대로 되지않고 그녀 자신만 망가져 간다. 그러던 중 다행히 수렁에서 자신을 구해준 남자 프랭크와 사귀게 되면서 점차 안정을 찾게 된다.   새로운 남자친구와의 연애에 적응하면서 아파트로 이사를 하는데, 프랭크가 그녀와 같이 살기를 제안하지만 안나는 그가 마마보이 스타일인 것을 알게 되자 대신 함께 지낼 동거인을 구한다. 매력적이고 재미있는 동거인 카밀라는 안나의 사랑과 일에 대해 공유하게 되지만, 자유분방한 성격 때문에 안나는 그리 오래가지 않아 외로움을 느낀다.   반복적인 일상을 보내던 중 안나에게 과거로부터의 폭풍이 밀려오는데 바로 옛 남자친구 요한과 예상치 못한 재회를 한다. 현재의 남자인 프랭크가 옆 방에서 자고 있지만 서로의 감정을 확인한 후 부엌에서 격정적인 섹스를 나누고, 그로 인해 안나는 다시 한번 혼란에 빠지게 된다.   요한은 처음부터 다시 시작하기를 원하지만, 안나는 상처받는 것과 독립적인 새로운 생활을 잃을까봐 두려워서 요한의 프로포즈를 거절한다. 요한의 존재를 잊기로 결심하고, 스스로 차례차례 장애물을 헤쳐나가는데 그녀는 파리의 한 극장으로부터 무대의상 디자인을 의뢰 받자마자 멀리 도망가고 싶다고 생각하고 덴마크에서 프랑스로 떠나지만, 그녀는 자신에게 주어지 사랑의 운명을 거스릴 수 없는 것을 깨닫게 되는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,36106,와일드 이노선스,드라마, 코미디,필립 가렐,메디 벨라 카셈, 줄리아 포레,매서운 찬바람이 부는 겨울의 파리. 젊은 영화감독 프랑소아 모제는 마약 중독을 이겨내려는 한 여성을 다룬 ‘야성적 순수’라는 영화를 준비 중 이다.  하지만 제작비를 구하지 못해 괴로워하던 중  어느 날 거리에서 여배우 지망생 루시를 만나 첫눈에 사랑에 빠지고 그녀를 자신의 영화에 주연으로 캐스팅하게 된다.   한편 프랑소아는 친구로부터 소개받은 재력가 샤스로부터 제작비를 지원하는 대신 마약을 운반해 달라는 요구를 받고 고민에 빠진다. 하지만 촬영이 지연되면서 연극 순회공연을 떠나려는 루시를 잡기 위해 그는 어쩔 수 없이 샤스의 요구를 받아들이고 영화 촬영에 들어간다.   그러나 영화 촬영이 진행되면서 샤스의 요구는 집요하고 뻔뻔하게 이어지고 루시는 맡은 배역에 버거워하며 망가져간다. 그리고 영화에 대한 열정으로 가득했던 젊은 감독 프랑소아의 사랑과 영화 작업은 조금씩 난관에 부딪히며 뜻하지 않은 방향으로 흘러가게 된다.   영화제 소개글. 필립 가렐의 이 영화는 실제 유명 모델이었으며 마약중독으로 사망한 니코와의 로맨스로부터 일정부분 영감을 얻었다는 점에서 극히 자전적이라고 할 수 있는 작품이다. 영화가 만들어지게 되는 원초적인 조건에 대한 메타포처럼도 보이는 이 영화는 줄기차게 '사적인 영화'(personal film)를 추구해온 필립 가렐의 작업이 이제 일정한 경지에 이르렀음을 보여준다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,67620,완벽한 이웃을 만나는 법,코미디, 드라마,조남국,김승우, 배두나, 박시후,완벽한 이웃이란 누구인지 질문을 던지며 그 안에서 부부란 이름으로 영원히 함께 하겠다고 맹세한 이들의 모습을 재조명하는 드라마.  전직 제비이자 현재 대학 강사인 백수찬이 건설회사 사택단지에 떴다! 여자후리기 전과 8범 백수찬이 지나가며 한마디만 해도 그저 좋다고 픽픽 쓰러지는 아줌마들이라니.. 미꾸라지 하나가 개울물을 흐린다더니 어디서 굴러먹던 제비 새끼가 한마리 들어오더니 사택단지를 아수라장 으로 만든다!! 1초 앞을 예상할 수 없는 막강 무대포 한심쟁이!! 이제 그가 2007년 하반기를 접수한다!  시골학교 운동장에서 달리기 시합 심판을 보던 덕길(손현주)은 아들 고니(신동우)가 결혼상담소에서 전화가 왔다고 하자 총쏘는 것은 제쳐둔 채 쏜살같이 달려간다. 마을사람들은 신부감을 구하러 캄보디아로 떠나는 덕길에게 덕담을 건넨다. 한편 하니(조한나)와 보경(최선화)은 수찬이 해외로 세미나를 떠난다고 하자 썬크림과 약병을 챙겨주며 잘 보이려고 노력한다. 캄보디아로 여행을 떠나기로 한 미희(김성령)는 공항에서 수찬을 만나자 반가워 한다. 수찬은 원예학 세미나에 같이 갈 동료 교수라며 영주(한다현)를 소개한다. 공항에서 수찬을 본 덕길은 다짜고자 수찬의 멱살을 잡고 당황한 수찬은 덕길을 급히 화장실로 밀어 넣는다. 캄보디아에 도착한 윤희(배두나)는 미희에게 언니는 세번씩이나 결혼을 해보고도 남자를 보는 눈이 그것 밖에 안되냐며 면박을 준다. 로비에서 수찬이 영주를 데리고 놀고 있다는 것을 우연히 들은 윤희는 언니도 똑같이 대하고 있다는 생각이 들자 수찬의 뺨을 갈겨 버리는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,43111,완전한 사육 2007,스릴러, 공포,오문증,사카가미 카오리, 하화초,일본인 ‘유미’는 남편과 사랑을 나눴던 추억의 도시 홍콩으로 와서 남편과 즐겨 찾던 카페에서 우연히 홍콩 사진작가 ‘케니’를 만나 관계를 가지게 된다. 그러나 ‘케니’에게는 연인이자 비즈니스 파트너인 ‘니키’가 있었기에 &amp;lt원나잇스탠드&amp;gt로 가볍게 즐겼지만 ‘유미’는 그렇지 않았다. 개인 사진전을 앞둔 어느 날 밤 ‘케니’와 ‘니키’가 사랑을 나누는 모습을 훔쳐보게 된 ‘유미’는 심한 질투를 느끼게 되고, ‘니키’의 이름으로 ‘케니’에게 메일을 보내 고급주택가의 저택으로 불러 들어 감금을 해버린다.   자유를 박탈당한 ‘케니’에게 육체관계를 요구하며 때로는 우아한 부인의 모습으로 ‘케니’를 부양을 하는 ‘유미’를 보며 그녀가 정상이 아닌 것을 알게 된다. 몇 번에 걸쳐 탈출을 시도해보지만 모두 실패로 끝나고 그런 ‘케니’의 행동에 화가 난 ‘유미’는 그에 대한 징벌로 ‘엄지 발가락’을 잘라 버린다. 그 순간부터 ‘케니’는 사육이 되기 시작하며 감금과 함께 지옥과 같은 나날이 시작 된다.   사실 ‘유미’는 7년 전 결혼을 했지만 남편이 자신을 배신하고 다른 여자와 바람이 나자 남편을 죽이고 신혼생활을 보냈던 홍콩으로 왔다가 남편과 비슷한 ‘케니’를 보며 남편을 떠올리던 유미가 ‘케니’를 납치 감금하게 된것인데... 한편 일본에서는 ‘유미’남편의 시체가 발견되고 ‘유미’가 홍콩으로 떠난 사실을 알아내고 인터폴을 통해 수배를 내린다. ‘케니’를 사육하면서 점점 ‘케니’와 사랑과 함께 무리한 요구를 해가던 그녀가 결국은 남편과 혼동하여 미쳐버리고 만다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44926,왕과 나,드라마,김재형, 손재성,오만석, 고주원, 구혜선,문종 때부터 연산군에 이르기까지 환관으로서 임금을 섬긴 내시 김처선의 파란만장한 사랑과 역경을 그린 정통 사극.   경복궁, 파루를 알리는 쇠북소리가 들리고 내반원 다인청에서는 미남자들이 일사분란하게 눈썹을 다듬는 등 얼굴단장을 한다. 이때 감찰부 수장 조치겸(전광렬)은 십여명의 감찰내시를 대동하고 중문을 나서고, 어느새 수랏간에 도착하고는 사옹원 선부에게 주상전하의 탄신일을 잘 챙기라고 하다가 이를 책임져야할 최설리가 나인과 함께 있던 걸 발견한다. 이에 화가 난 조치겸은 감찰부내시들을 비롯한 많은 내시들이 보이는 가운데 최설리를 목까지만 나오게 땅에 파묻고는 그 위로 꿀을 떨어뜨린다. 숨을 헐떡거리는 최설리를 뒤로하고 이번에는 벌꿀들을 풀어 꿀로 모이게 만든다. 이에 그는 비명을 질러대고, 조치겸은 내시부 규율을 어긴 자는 이렇게 될 것이라고 호통친다. 잠시 후 조치겸은 판내시부사 안병두로부터 상왕전하를 복위시키는 거사에 참여했다며 자신을 따르라는 말에 충격 받는다. 날이 바뀌고, 세조의 탄신일 날 멋진 무술을 보여주던 김자명은 세조로부터 술을 받다가 갑자기 칼을 세조에게 겨눈다. 한편, 도망치던 김자명의 부인 오씨는 어느 동굴에서 아이를 낳는데….,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,25763,왕립우주군 - 오네아미스의 날개,애니메이션,야마가 히로유키,오오츠카 치카오, 모리모토 레오, 시마다 빈,지구와 아주 닮은 행성. 호숫가의 왕국 오네아미스의 '왕립우주군'은 우주비행을 목적으로 설립됐으나 사실상 낙오자 집단이다. 게으른 삶을 살던 우주군 사관 시로쯔그는 거리에서 신의 이야기를 설교하는 기묘한 소녀 리쿠니를 만난다. 그리고 이 만남이 그의 운명을 바꿔버리게 되는데.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65853,외과의사 봉달희,드라마,유인식, 김형식,이요원, 이범수,울릉도 보건소에서 검진의로 일하는 달희(이요원)는 호흡곤란 증세를 보이는 환자를 앞에 두고 전전긍긍한다. 중근(이범수)은 환자를 헬기에 태워 큰 병원으로 옮기려는 달희에게 5분내에 피를 뽑아내지 않으면 환자가 죽는다고 당장 보건소로 가자고 소리친다. 응급조치를 마친 중근은 감사하다며 ?아오는 달희를 향해 의사하지 말라고 면박을 준다. 자존심이 상한 달희는 서울로 가 레지던트 과정을 밟기로 결심한다. 첫 출근한 달희는 건욱(김민준)이 혼수상태의 환자를 어렵게 수술해 소생시키는 모습을 보며 감탄한다. 아라(최여진) 등 동료의사들은 달희의 학력과 이름을 들먹이며 달희를 무시한다. 한편 중근은 한국병원 흉부외과 역사상 최연소 스탭으로 발령받아 달희앞에 나타나는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
