year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51689,다우트,드라마, 미스터리,존 패트릭 샌리,메릴 스트립, 필립 세이모어 호프만,영화는 1964년 브롱크스의 성 니콜라스 교구 학교를 배경으로 펼쳐진다. 활기에 가득한 플린 신부(필립 세이무어 호프만 분)는 철의 여인이며, 공포와 징벌의 힘을 굳건히 믿고 있는 교장 수녀, 알로이시스(메릴 스트립 분)에 의해 한치의 빈틈도 없이 이어지던 학교의 엄격한 관습을 바꾸려고 한다.  당시 지역 사회에 급격히 퍼지던 정치적 변화의 바람과 함께 학교도 첫 흑인 학생인 도널드 밀러의 입학을 허가한다. 하지만, 희망에 부푼 순진무구한 제임스 수녀(에이미 아담스 분)는 플린 신부가 도널드 밀러에게 지나치게 개인적인 호의를 베푼다며, 죄를 저지른 것 같다는 의심스러운 언급을 하기에 이른다.  이때부터 알로이시스 수녀는 숨겨진 진실을 폭로하고 플린 신부를 학교에서 쫓아 내려는 계획을 세운다. 자신의 도덕적 확신 이외에 단 하나의 증거 하나 없이, 알로이시스 수녀는 교회를 와해시키고 학교를 곤란에 빠트릴 결과를 가져올지 모르는 플린 신부와의 은밀한 전쟁을 시작한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,49795,단지 유령일 뿐,드라마,마틴 집킨스,오거스트 딜, 프리치 하벌란트, 마리아 시몬,+ 여행기념 사진/미국 서부 &amp;lt엘렌과 펠릭스&amp;gt 휴가철이면 남들과 똑같이 의례적으로 여행을 떠나는 엘렌과 펠릭스 부부. 언제나처럼 명소를 찾고 사진을 찍는 엘렌과 그런 여행에 권태를 느끼는 펠릭스 앞에, 그들과는 전혀 다른 삶을 사는 사람들이 나타난다.  + 제프텐버그행 기차표/독일 &amp;lt카로와 루스&amp;gt 막 사랑을 시작한 친구 루스의 긴급호출을 받고 베를린에 간 카로. 루스의 빛나는 눈이 향하는 곳엔 나쁜 남자 라울이 있다. 그가 보내온 기차표. 그리고 이미 예견된 카로의 결심.  + 낯선 이들의 방문/아이슬란드 &amp;lt요나스와 이레네&amp;gt 아이슬란드의 아름다운 자연 속에서 평화로운 삶을 살던 요니나. 그녀는 남편 매그너스의 친구인 이레네와 요나스의 커플의 방문으로 오랜만에 가슴이 두근거린다. 한 지붕 아래 두 커플의 묘한 분위기가 조성되는데….  + 마음 속의 허리케인/자메이카 &amp;lt크리스틴과 노라&amp;gt 친구 노라를 따라 자메이카로 온 크리스틴. 여행 일정이 끝나가지만 원주민 캣의 눈빛에 자꾸 마음이 흔들린다. 허리케인이라도 와서 섬에 좀더 머물고 싶은 심정…… 낯선 곳에서 찾아오는 위험한 설레임.  + 서른살의 홀로서기/베니스 &amp;lt마리온&amp;gt 서른살 생일을 맞아 여행 중인 부모님을 찾아 베니스로 찾아간 마리온. 자신을 쫓는 한 남자에 대한 불안감이 부모님과 만나면서 오히려 외로움으로 바뀌고….. 이제 내 안의 나를 찾아야 할 때.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,32263,당신은 박지성을 아는가,다큐멘터리,김현기,박지성, 김성주,한국축구대표팀의 주장인 박지성(28, 맨체스터 유나이티드) 선수의 어려웠던 학창시절부터 세계 최고의 클럽인 맨유의 주축선수로 활약하기까지 굴곡의 축구인생을 다룬 MBC 스페셜. 전국시청률 12.2%를 기록했다.(AGB닐슨미디어리서치),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,50583,더 레슬러,액션, 드라마,대런 아로노프스키,미키 루크, 마리사 토메이, 에반 레이첼 우드,현란한 테크닉과 무대 매너로 80년대를 주름잡은 최고의 스타 레슬러 ‘랜디 “더 램” 로빈슨’(미키 루크). 20년이 지난 지금, 심장이상을 이유로 평생의 꿈과 열정을 쏟아냈던 링을 떠나 식료품 상점에서 일을 하며 일상을 보내던 ‘랜디’는 단골 술집의 스트리퍼 ‘캐시디’(마리사 토메이)와 그의 유일한 혈육인 딸 ‘스테파니’(에반 레이첼 우드)를 통해 평범한 행복을 찾으려 노력하지만, 냉혹한 현실은 그에게 더욱 큰 상처로 돌아온다.  결국, 죽을 수도 있다는 의사의 경고를 뒤로한 채 그의 생애 최고의 레슬링 매치를 위해 링에 오를 준비를 한다!! 당신 생애 잊혀지지 않을 최고의 감동이 펼쳐집니다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,45298,더 리더: 책 읽어주는 남자,드라마, 멜로/로맨스,스티븐 달드리,케이트 윈슬렛, 랄프 파인즈, 데이빗 크로스,10대 소년 마이클은 우연히 30대 여인 한나를 만나 사랑에 빠진다.  마이클이 책을 읽어주는 것을 좋아하던 한나는 어느 날 홀연히 자취를 감춘다.  한나에 대한 그리움을 간직하고 살아가던 마이클은 법대생이 되어  8년 후 우연히 피의자 신분으로 법정에 선 한나를 보게 된다.   무기징역을 선고 받은 한나와 또 다시 20년의 이별을 맞아야만 한다.  그 후 10년간 한나에게 책을 읽은 녹음 테이프를 보내면서 인연의 끈을 놓지 않으려 한다.   하지만 인생을 송두리째 흔들어 놓은 사랑은 너무나 큰 비밀을 감추고 있었는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,53902,더 문,SF, 스릴러,던칸 존스,샘 락웰, 케빈 스페이시,가까운 미래. 달표면의 자원채굴 기지에 홀로 3년간 근무중인 주인공 샘 벨(샘 락웰). 그는 통신위성 고장으로 3년간 외부와 단절되어 자신을 돕는 컴퓨터 거티(케빈 스페이시)와 대화하며 외롭게 일하고 있다. 긴 3년의 근무를 끝내고 2주 후 귀환해 사랑하는 가족을 만날 희망에 부푼 샘. 그러나 샘은 어느 날 기지 안에서 신비로운 한 여인을 환영처럼 보는가 하면, 기지 밖에서도 미스터리한 존재를 보게 되면서 달 기지에 무언가 비밀이 있음을 알게 된다. 환영인지 실체인지 알 수 없는 존재를 조사하던 샘은 중 곧 충격적인 사실을 알게되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,53951,더 코브: 슬픈 돌고래의 진실,다큐멘터리,루이 시호요스,조 치숌, 맨디-래 크루이크생크,1960년대, 전세계적인 돌고래 사랑의 열풍을 일으켰던 미국 TV시리즈 “플리퍼”. 그 TV시리즈를 위해 돌고래를 직접 잡아 훈련을 시켰던 ‘릭 오배리’는 돌고래 조련사들에게 대부와도 같은 존재였다. 그러나 이제 그는 돌고래 보호를 위해 싸우고 있다. 일본의 작은 마을, 타이지(太地)의 바닷가에서 릭 오배리가 말해주는 잔인한 비밀은 바로 끔찍한 돌고래 사냥! 매년 이 곳에서는 2만 3천마리 가량의 야생 돌고래가 무분별한 포획활동으로 인해 죽어가고 있었던 것이다.  작고 평화로운 타이지만. 그 바다의 세 면을 막고 있는 깎아지는 절벽과 날카로운 철조망, 외부인을 위협하는 마을 주민들. 철저하게 외부인의 접근을 막고 있는 그 곳에서 자행되어온 무자비한 돌고래 학살을 막기 위해 “오션스 일레븐”이 나섰다. 수중 촬영, 녹음 전문가, 특수 효과 아티스트, 세계적 수준의 프리다이버들로 구성된 이들은 돌고래 학살을 은폐하려는 마을 사람들의 눈을 피해 그 참혹한 현장으로 잠입하는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51860,더블 스파이,범죄, 스릴러, 멜로/로맨스,토니 길로이,클리브 오웬, 줄리아 로버츠, 톰 윌킨슨,오래 전부터 비밀리에 연인관계를 유지해오던 전직 CIA요원 클레어(줄리아 로버츠)와 전직 MI6 요원 레이(클라이브 오웬)는 세계적인 라이벌 기업 ‘B&amp;R’과 ‘에퀴크롬’에서 각각 산업 스파이로 일하고 있다. 신제품 출시를 앞두고 두 기업간의 ‘비밀’을 빼돌리기 위한 신경전이 계속되는 가운데, 이들은 각자의 회사에서 기밀을 가로채 함께 4천만 달러를 챙기려는 완벽한 계획을 세운다.  그러나 상대를 속이고, 남보다 한 수 위의 술책을 써야만 살아남는 스파이 세계의 속성을 누구보다 잘 아는 두 사람은 목표에 다가갈수록 고조되는 팽팽한 긴장감과 함께 과연 서로를 얼마나 믿어야 할지 의심하게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,52220,데드 섹시,코미디, 범죄,마이클 필립,제이슨 리, 크리스핀 글로버,프랭크(제이슨 리)는 동네 건달 두목 ‘스파이더’로 부터 멕시코까지 물건을 전달해 주기로 한다. 자동차 세일즈맨으로서 놀림만 당하는 프랭크는 한 건 잡을 수 있는 기회가 생기자 친구 에디(크리스핀 글로버)에게 찾아간다. 에디는 묘지에서 무덤 파는 일을 하는 순진한 친구이다. 프랭크가 에디를 찾아 갔을 때 마침 동네 부자 사장 ‘하크니스’의 젊은 아내 ‘크리스탈’의 장례식이 있었다. 아리따운 여자의 시체를 묻고 있던 에디는 프랭크의 제안을 받아들이고 먼 길을 나선다. 하지만 둘이 타고 가던 트럭은 도중에 폭발하고 ‘스파이더’의 물건이 재로 변한다. 프랭크와 에디는 폭발한 트럭에서 운 좋게 살아났지만 이제 25만 달러를 잃어버렸기 때문에 죽은 목숨이나 다름없다. 프랭크는 에디가 묻었던 여자 시체에 비싼 보석이라도 건질까 하며 무덤을 파는데 보석은 없고 시체만 꺼내와 프랭크의 집에 데려온다. 이제 시체를 인질로 ‘하크니스’ 사장한테 돈을 뜯어내는 멍청한 협상이 시작되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,136803,데미지 시즌2,드라마,,글렌 클로즈, 로즈 번,변호사 '패티 휴즈'를 중심으로 일어나는 사건을 다룬 법정 드라마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,67507,도시락,액션, 드라마,여명준,이상홍, 여명준, 유재욱,평범한 샐러리맨이지만 결투에서는 고수인 유영빈은 친구 진운광이 운영하는 도장에서 검술에 빠진 고등학생 제자 최본국을 만난다. 세 남자는 같은 도장에서 무예를 다지며, 특별한 우정을 쌓아간다. 결투 금지 법안이 발표되면서 합법적인 결투로는 마지막인 어느 날, 본국은 죽은 아버지의 원수를 갚기 위해 사범 진운광의 신분으로 위장하고 결투를 신청한다. 결투장에서 마주한 아버지의 원수는 다름아닌 유영빈. 뒤늦게 이 일을 알게 된 진운광은 결투를 말리기 위해 결투장으로 달려간다. 하지만 늦게 도착한 진운광은 본국의 죽음을 눈앞에서 목격하고, 유영빈을 향해 절규하는데… 잿빛 도시를 가르는 두 남자의 진검 승부의 끝은 어떻게 될 것인가?  영화 속 대한민국은 지금과 모든 것이 동일하다. 그러나 한가지 결투가 허용된다. 평범한 회사원인 유영빈은 사내에서 고문관으로 알려져있지만 결투에서는 엄청난 실력을 가진 베테랑이다. 그러나 거듭되는 수라의 길에 염증을 느끼고 있다. 유영빈은 친구인 진운광의 도장을 찾았다가 최본국이라는 비호감 고등학생을 만나게 되는데, 본국에게서 옛날 자신의 모습을 본 영빈은 본국에게 점차 마음을 연다. 그러던 어느날 결투를 금지하는 법안이 발표되고, 아버지의 복수를 갚기위해 최본국은 진운광의 신분을 위장하여 결투에 나간다. 하지만 결투에서 맞닥뜨린 사람은 유영빈... 최본국은 유영빈의 손에 죽음을 맞는다. 뒤늦게 도착하여 본국의 죽음을 목격한 진운광은 절규하며 영빈에게 달려들지만 경찰의 총에 쓰러져 저지당한다. 결투법 금지가 시행되고 난 후 유영빈의 사무실로 한 장의 결투장이 배달된다. 옥상으로 올라온 유영빈을 기다리고 있는 것은... (In the film, nothing is changed in the setting of Korea but one. A duel is allowed. An ordinary office man, Yu Young-Bin, is known as a counselor in his workplace, but also a veteran swordsman with incredible skills. Yet a feeling of weariness has come over due to repeated courses of discipline. While visiting a fencing hall run by his friend, Jin Woon-Gwang, Yu Young-Bin encounters upon an unpleasing high-school fellow named Choi Bon-Guk, whom he eventually opens up to, finding his past self reflected upon the fellow. Then one day a bill is passed to ban duels, the code of honor. Choi Bon-Guk disguises himself as Jin Woon-Gwang to revenge his father's death in a duel. Yet the counterpart turns out to be Yu Young-Bin... Choi Bon-Guk meets his end at Yu Young-Bin's strike. Arriving soon enough to witness Bon-Guk's death, Jin Woon-Gwang races at Young-Bin in a cry but falls to the police's hindrance. After the ban of the code of honor has been enforced, a letter of a duel request arrives at Yu Young-Bin's office. Yu Young-Bin comes up to the rooftop to find....)  연출의도. 주업야련(晝業夜練)으로 2년넘게 도장을 다니면서 느낀 점은 사회인으로서의 ‘나’와 도장에서 수련하는 검사(劍士)로서의 ‘나’와의 괴리가 상당하다는 것이었다. 남들과 다르지 않고 모나지 않게 이 대한민국이라는 사회에 맞춰 사는 것과, 한낱 쓸데없는 칼부림으로 여겨지는 검술을 익히는 것은 마치 지킬박사와 하이드씨같은 이중생활이다. 이러한 개인적인 경험에 ‘결투’라는 터부시되는 설정을 가미시켜 두 세계를 합쳐보았다. 현대 대한민국이라는 거대한 무림(武林)을 배경으로, 칼이라는 복수의 도구가 내뿜는 살기와 야만으로의 유혹과 그것을 억누르고 도(道)를 추구해야하는 인간의 의지와 화해를 영화 속에 담고 싶었다. (Working by day, and training as a swordsman by night for over two years, the disparation between the day-working adaptive self, and the night-dueling disciplinary self has been somewhat considerable. Living sociably and adaptively in this society like everyone else whilst practicing swordsmanship, commonly considered as a mere, good-for-nothing wielding of wooden blades, vaguely reminds of a double life led by Dr. Jekyll &amp; Mr. Hyde. Based on this experience," ""a duel""", a taboo factor was added into joining the two worlds. Today's Korea as a vast fighting scene, I wanted to carry in this film, the human will and reconciliation that seeks morality, repressing the temptation towards death-tinted danger and barbarity emitted by a vengeful weapon, a sword.)  제32회 서울독립영화제 장편 경쟁부문 상영작  (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51412,도쿄 마블 초콜릿,멜로/로맨스, 코미디, 애니메이션,시오타니 나오요시,사쿠라이 타카히로, 미즈키 나나, 이노우에 마리나,자상하지만 소심한 성격 탓에 제대로 된 연애를 못해본 남자 ‘유다이’. 밝고 귀엽지만 실수가 많아 제대로 연애를 이어가지 못하는 여자 ‘치즈루’. 유다이와 치즈루는 연인이지만 친구 같은 만남을 이어간다. 그러던 중 제대로 자신의 사랑을 전하고 싶은 유다이와 이번엔 꼭 그의 마음을 확인하고 싶은 치즈루는 특별한 고백을 준비한다. 각자 선물을 준비하고 약속 장소인 ‘마블’ 카페에 들어선 이들, 하지만 유다이가 준비한 선물로 인해 고백은 커녕 엉뚱한 오해만 만들게 되고, 치즈루의 선물 역시 행방불명이 되고 마는데….  오늘… ‘사랑’한다고 말하려는 남자와  ‘안녕’이라고 말하려는 여자의 특별한 데이트가 시작됩니다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,49075,도쿄 소나타,드라마, 가족,구로사와 기요시,카가와 테루유키, 코이즈미 쿄코, 코야나기 유,며칠전 실직 당한 아빠, 언제나 외로운 엄마, 갑자기 미군에 지원한 형, 남몰래 피아니스트를 꿈꾸는 나. 우리 가족은 모두 거짓말쟁이입니다.  초등학교 6학년 켄지에겐 말할 수 없는 비밀이 한 가지 있다. 그것은 아무도 모르게 피아노를 배우고 있는 것… 켄지의 천재적인 재능을 발견한 선생님은 음악 학교 오디션을 권유하지만 아빠의 반대 때문에 몰래 피아노 학원을 다니던 켄지는 계속 그 사실을 숨기기로 한다.  그런데 비밀이 있는 건 켄지뿐만이 아니었다! 회사에서 해고 된 아빠, 어느 날 사라진 엄마, 미군에 지원한 형까지 모두들 숨겨둔 비밀이 있었는데... 과연, 켄지는 아름다운 꿈의 연주를 계속 이어갈 수 있을까? 거짓말쟁이 켄지네 가족의 불협화음 조율이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
